cve_id,server_id,software_id,software_version,severity,applied_date,applied_by,window_start,window_end,duration_hours,status,notes
CVE-2025-10702,Srv_PROD_041,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-18T02:00:00,2025-12-18T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_PROD_041, 26h-28h, Team: [Tech_05, Tech_06])"
CVE-2025-10702,Srv_UAT_044,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-22T04:00:00,2025-12-22T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_UAT_044, 124h-126h, Team: [Tech_05, Tech_06])"
CVE-2025-10702,Srv_DEV_046,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_04,2025-12-22T04:00:00,2025-12-22T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_DEV_046, 124h-126h, Team: [Tech_04, Tech_07])"
CVE-2025-10702,Srv_DEV_052,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_08,2025-12-22T04:00:00,2025-12-22T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_DEV_052, 124h-126h, Team: [Tech_08, Tech_09])"
CVE-2025-10702,Srv_DEV_055,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-22T06:00:00,2025-12-22T08:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_DEV_055, 126h-128h, Team: [Tech_01, Tech_02])"
CVE-2025-10702,Srv_UAT_056,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-22T06:00:00,2025-12-22T08:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_UAT_056, 126h-128h, Team: [Tech_05, Tech_06])"
CVE-2025-10702,Srv_UAT_059,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-22T06:00:00,2025-12-22T08:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_UAT_059, 126h-128h, Team: [Tech_07, Tech_08])"
CVE-2025-10702,Srv_DEV_067,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_04,2025-12-22T06:00:00,2025-12-22T08:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_DEV_067, 126h-128h, Team: [Tech_04, Tech_09])"
CVE-2025-10702,Srv_PROD_072,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-18T02:00:00,2025-12-18T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_PROD_072, 26h-28h, Team: [Tech_07, Tech_08])"
CVE-2025-10702,Srv_UAT_073,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-23T00:00:00,2025-12-23T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_UAT_073, 144h-146h, Team: [Tech_01, Tech_02])"
CVE-2025-10702,Srv_DEV_076,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_03,2025-12-22T10:00:00,2025-12-22T12:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_DEV_076, 130h-132h, Team: [Tech_03, Tech_10])"
CVE-2025-10702,Srv_PROD_082,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_09,2025-12-18T02:00:00,2025-12-18T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_PROD_082, 26h-28h, Team: [Tech_09, Tech_10])"
CVE-2025-10702,Srv_UAT_085,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-23T00:00:00,2025-12-23T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_UAT_085, 144h-146h, Team: [Tech_05, Tech_06])"
CVE-2025-10702,Srv_PROD_090,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-18T04:00:00,2025-12-18T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_PROD_090, 28h-30h, Team: [Tech_01, Tech_02])"
CVE-2025-10702,Srv_DEV_094,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_03,2025-12-22T12:00:00,2025-12-22T14:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_DEV_094, 132h-134h, Team: [Tech_03, Tech_10])"
CVE-2025-10702,Srv_UAT_095,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-23T00:00:00,2025-12-23T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_UAT_095, 144h-146h, Team: [Tech_07, Tech_08])"
CVE-2025-10702,Srv_UAT_099,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_09,2025-12-23T00:00:00,2025-12-23T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10702 @ Srv_UAT_099, 144h-146h, Team: [Tech_09, Tech_10])"
CVE-2025-10703,Srv_DEV_001,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_03,2025-12-22T15:00:00,2025-12-22T17:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_DEV_001, 135h-137h, Team: [Tech_03, Tech_10])"
CVE-2025-10703,Srv_DEV_005,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_03,2025-12-22T17:00:00,2025-12-22T19:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_DEV_005, 137h-139h, Team: [Tech_03, Tech_10])"
CVE-2025-10703,Srv_DEV_006,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-23T02:00:00,2025-12-23T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_DEV_006, 146h-148h, Team: [Tech_01, Tech_02])"
CVE-2025-10703,Srv_UAT_010,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-23T02:00:00,2025-12-23T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_UAT_010, 146h-148h, Team: [Tech_05, Tech_06])"
CVE-2025-10703,Srv_PROD_014,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-18T04:00:00,2025-12-18T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_PROD_014, 28h-30h, Team: [Tech_05, Tech_06])"
CVE-2025-10703,Srv_PROD_016,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-18T04:00:00,2025-12-18T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_PROD_016, 28h-30h, Team: [Tech_07, Tech_08])"
CVE-2025-10703,Srv_PROD_017,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_09,2025-12-18T04:00:00,2025-12-18T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_PROD_017, 28h-30h, Team: [Tech_09, Tech_10])"
CVE-2025-10703,Srv_UAT_023,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-23T02:00:00,2025-12-23T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_UAT_023, 146h-148h, Team: [Tech_07, Tech_08])"
CVE-2025-10703,Srv_DEV_024,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_04,2025-12-23T02:00:00,2025-12-23T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_DEV_024, 146h-148h, Team: [Tech_04, Tech_09])"
CVE-2025-10703,Srv_DEV_029,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-23T04:00:00,2025-12-23T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_DEV_029, 148h-150h, Team: [Tech_01, Tech_02])"
CVE-2025-10703,Srv_UAT_031,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-23T04:00:00,2025-12-23T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_UAT_031, 148h-150h, Team: [Tech_05, Tech_06])"
CVE-2025-10703,Srv_PROD_035,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-19T00:00:00,2025-12-19T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_PROD_035, 48h-50h, Team: [Tech_01, Tech_02])"
CVE-2025-10703,Srv_UAT_039,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-23T04:00:00,2025-12-23T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_UAT_039, 148h-150h, Team: [Tech_07, Tech_08])"
CVE-2025-10703,Srv_PROD_040,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-19T00:00:00,2025-12-19T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_PROD_040, 48h-50h, Team: [Tech_05, Tech_06])"
CVE-2025-10703,Srv_PROD_041,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-19T00:00:00,2025-12-19T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_PROD_041, 48h-50h, Team: [Tech_07, Tech_08])"
CVE-2025-10703,Srv_UAT_044,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_09,2025-12-23T04:00:00,2025-12-23T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_UAT_044, 148h-150h, Team: [Tech_09, Tech_10])"
CVE-2025-10703,Srv_DEV_046,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-23T06:00:00,2025-12-23T08:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_DEV_046, 150h-152h, Team: [Tech_01, Tech_02])"
CVE-2025-10703,Srv_DEV_052,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_04,2025-12-23T06:00:00,2025-12-23T08:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_DEV_052, 150h-152h, Team: [Tech_04, Tech_05])"
CVE-2025-10703,Srv_DEV_055,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_06,2025-12-23T06:00:00,2025-12-23T08:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_DEV_055, 150h-152h, Team: [Tech_06, Tech_07])"
CVE-2025-10703,Srv_UAT_056,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_08,2025-12-23T06:00:00,2025-12-23T08:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_UAT_056, 150h-152h, Team: [Tech_08, Tech_09])"
CVE-2025-10703,Srv_DEV_067,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_04,2025-12-23T08:00:00,2025-12-23T10:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_DEV_067, 152h-154h, Team: [Tech_04, Tech_10])"
CVE-2025-10703,Srv_PROD_072,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_09,2025-12-19T00:00:00,2025-12-19T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_PROD_072, 48h-50h, Team: [Tech_09, Tech_10])"
CVE-2025-10703,Srv_DEV_076,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_03,2025-12-23T10:00:00,2025-12-23T12:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_DEV_076, 154h-156h, Team: [Tech_03, Tech_04])"
CVE-2025-10703,Srv_PROD_082,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-19T02:00:00,2025-12-19T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_PROD_082, 50h-52h, Team: [Tech_01, Tech_02])"
CVE-2025-10703,Srv_PROD_090,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-19T02:00:00,2025-12-19T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_PROD_090, 50h-52h, Team: [Tech_05, Tech_06])"
CVE-2025-10703,Srv_DEV_094,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_03,2025-12-23T12:00:00,2025-12-23T14:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-10703 @ Srv_DEV_094, 156h-158h, Team: [Tech_03, Tech_10])"
CVE-2025-59499,Srv_PROD_014,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-19T02:00:00,2025-12-19T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-59499 @ Srv_PROD_014, 50h-52h, Team: [Tech_07, Tech_08])"
CVE-2025-59499,Srv_PROD_016,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_09,2025-12-19T02:00:00,2025-12-19T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-59499 @ Srv_PROD_016, 50h-52h, Team: [Tech_09, Tech_10])"
CVE-2025-59499,Srv_PROD_017,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-19T04:00:00,2025-12-19T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-59499 @ Srv_PROD_017, 52h-54h, Team: [Tech_01, Tech_02])"
CVE-2025-59499,Srv_PROD_035,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-19T04:00:00,2025-12-19T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-59499 @ Srv_PROD_035, 52h-54h, Team: [Tech_05, Tech_06])"
CVE-2025-59499,Srv_PROD_040,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-19T04:00:00,2025-12-19T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-59499 @ Srv_PROD_040, 52h-54h, Team: [Tech_07, Tech_08])"
CVE-2025-59499,Srv_PROD_041,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_09,2025-12-19T04:00:00,2025-12-19T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-59499 @ Srv_PROD_041, 52h-54h, Team: [Tech_09, Tech_10])"
CVE-2025-59499,Srv_PROD_072,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-20T00:00:00,2025-12-20T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-59499 @ Srv_PROD_072, 72h-74h, Team: [Tech_01, Tech_02])"
CVE-2025-59499,Srv_PROD_082,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-20T00:00:00,2025-12-20T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-59499 @ Srv_PROD_082, 72h-74h, Team: [Tech_05, Tech_06])"
CVE-2025-59499,Srv_PROD_090,SQL Server,2019,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-20T00:00:00,2025-12-20T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-59499 @ Srv_PROD_090, 72h-74h, Team: [Tech_07, Tech_08])"
CVE-2025-64666,Srv_PROD_015,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_09,2025-12-20T00:00:00,2025-12-20T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-64666 @ Srv_PROD_015, 72h-74h, Team: [Tech_09, Tech_10])"
CVE-2025-64666,Srv_PROD_019,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-20T02:00:00,2025-12-20T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-64666 @ Srv_PROD_019, 74h-76h, Team: [Tech_01, Tech_02])"
CVE-2025-64666,Srv_PROD_045,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-20T02:00:00,2025-12-20T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-64666 @ Srv_PROD_045, 74h-76h, Team: [Tech_05, Tech_06])"
CVE-2025-64666,Srv_PROD_064,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-20T02:00:00,2025-12-20T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-64666 @ Srv_PROD_064, 74h-76h, Team: [Tech_07, Tech_08])"
CVE-2025-64666,Srv_PROD_065,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_09,2025-12-20T02:00:00,2025-12-20T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-64666 @ Srv_PROD_065, 74h-76h, Team: [Tech_09, Tech_10])"
CVE-2025-64666,Srv_PROD_066,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-20T04:00:00,2025-12-20T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-64666 @ Srv_PROD_066, 76h-78h, Team: [Tech_01, Tech_02])"
CVE-2025-64666,Srv_PROD_069,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-20T04:00:00,2025-12-20T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-64666 @ Srv_PROD_069, 76h-78h, Team: [Tech_05, Tech_06])"
CVE-2025-64666,Srv_PROD_077,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-20T04:00:00,2025-12-20T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-64666 @ Srv_PROD_077, 76h-78h, Team: [Tech_07, Tech_08])"
CVE-2025-64666,Srv_PROD_086,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_09,2025-12-20T04:00:00,2025-12-20T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-64666 @ Srv_PROD_086, 76h-78h, Team: [Tech_09, Tech_10])"
CVE-2025-64666,Srv_PROD_088,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-21T00:00:00,2025-12-21T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-64666 @ Srv_PROD_088, 96h-98h, Team: [Tech_01, Tech_02])"
CVE-2025-64666,Srv_PROD_098,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-21T00:00:00,2025-12-21T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-64666 @ Srv_PROD_098, 96h-98h, Team: [Tech_05, Tech_06])"
CVE-2025-7430,Srv_PROD_015,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-21T00:00:00,2025-12-21T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-7430 @ Srv_PROD_015, 96h-98h, Team: [Tech_07, Tech_08])"
CVE-2025-7430,Srv_PROD_019,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_09,2025-12-21T00:00:00,2025-12-21T02:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-7430 @ Srv_PROD_019, 96h-98h, Team: [Tech_09, Tech_10])"
CVE-2025-7430,Srv_PROD_045,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-21T02:00:00,2025-12-21T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-7430 @ Srv_PROD_045, 98h-100h, Team: [Tech_01, Tech_02])"
CVE-2025-7430,Srv_PROD_064,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-21T02:00:00,2025-12-21T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-7430 @ Srv_PROD_064, 98h-100h, Team: [Tech_05, Tech_06])"
CVE-2025-7430,Srv_PROD_065,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-21T02:00:00,2025-12-21T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-7430 @ Srv_PROD_065, 98h-100h, Team: [Tech_07, Tech_08])"
CVE-2025-7430,Srv_PROD_066,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_09,2025-12-21T02:00:00,2025-12-21T04:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-7430 @ Srv_PROD_066, 98h-100h, Team: [Tech_09, Tech_10])"
CVE-2025-7430,Srv_PROD_069,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_01,2025-12-21T04:00:00,2025-12-21T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-7430 @ Srv_PROD_069, 100h-102h, Team: [Tech_01, Tech_02])"
CVE-2025-7430,Srv_PROD_077,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_05,2025-12-21T04:00:00,2025-12-21T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-7430 @ Srv_PROD_077, 100h-102h, Team: [Tech_05, Tech_06])"
CVE-2025-7430,Srv_PROD_086,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_07,2025-12-21T04:00:00,2025-12-21T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-7430 @ Srv_PROD_086, 100h-102h, Team: [Tech_07, Tech_08])"
CVE-2025-7430,Srv_PROD_088,Exchange,2016,High,2025-12-17T21:30:30.656701,Tech_09,2025-12-21T04:00:00,2025-12-21T06:00:00,2,SCHEDULED,"Agendado: PatchTask(CVE-2025-7430 @ Srv_PROD_088, 100h-102h, Team: [Tech_09, Tech_10])"
